application_id,applicant_name,email,phone,state,zip_code,credit_score,num_credit_accounts,credit_history_months,delinquencies_2y,public_records,inquiries_6m,income,total_debt,monthly_debt_payment,total_credit_limit,total_credit_balance,employment_status,employment_length_months,occupation,loan_amount,loan_purpose,loan_term_months,avg_monthly_balance,num_bank_accounts,has_savings_account,monthly_income_deposits,num_nsf_fees,application_date,referral_source,probability_of_default,default,debt_to_income,credit_utilization,payment_to_income
2980,Benjamin Price,whughes@example.net,8926431481,UT,22202,711,7,70,0,0,0,51635.96,10565.13,1628.27,36117.87,42119.22,Employed,21,"Engineer, maintenance (IT)",37254.7,debt_consolidation,36,671.67,0,True,2506.44,0,2025-10-06 14:37:33.240060,affiliate,0.17577462141161992,0,0.9260954962394423,1.1661601307053822,0.37840373259255755
2981,Brandon Owens,panderson@example.org,316-625-1041x22774,OR,97585,715,4,69,0,1,1,55876.98,27836.42,2531.91,52046.48,40493.17,Employed,14,Psychotherapist,5209.8,debt_consolidation,60,1292.07,1,True,5872.33,0,2025-08-01 14:37:33.240060,organic,0.17027741299859808,0,0.5914102730677284,0.7780193780636077,0.5437466377030398
2982,Stephanie Marshall,adavidson@example.com,302-721-1081x1192,VA,49706,776,7,6,0,0,0,22031.52,17182.71,1629.0,98342.3,39238.81,Employed,8,Mental health nurse,12503.61,debt_consolidation,60,16141.53,2,True,6009.24,0,2025-10-13 14:37:33.240061,direct,0.12087515136873359,0,1.347447656811695,0.3990023621574846,0.8872742325540861
2983,Nicholas Lowery,mboyer@example.com,(800)709-1965,DC,02091,743,5,74,0,1,0,47461.74,6327.66,1592.87,76188.4,28649.3,Employed,39,"Therapist, music",49111.91,other,48,13996.74,1,False,7404.42,0,2025-06-28 14:37:33.240062,paid_search,0.11165104654272687,0,1.168089707625553,0.37603230938043064,0.4027336545183552
2984,Patricia Gonzalez,hollandmitchell@example.org,968-934-4789x712,CT,22123,717,2,4,0,0,1,57382.52,34740.86,426.95,96023.8,6719.93,Employed,21,Housing manager/officer,13071.9,debt_consolidation,60,10783.0,4,True,3261.37,0,2025-09-19 14:37:33.240062,direct,0.18355312695434906,1,0.833228655695149,0.06998192114871521,0.08928502965711509
2985,Evan Davies,cory67@example.com,+1-967-827-1067x8853,AS,43986,600,6,3,0,1,1,41697.6,32378.44,320.85,26969.58,47772.52,Employed,25,"Doctor, general practice",40433.72,home_improvement,60,17048.85,4,True,3240.43,0,2025-09-26 14:37:33.240063,paid_search,0.8,1,1.746195464487165,1.7713483116904303,0.09233624956832048
2986,Dr. John Ramirez,fbest@example.net,+1-436-416-8846,NJ,34006,642,5,23,0,0,0,58823.18,57573.91,1478.68,70293.57,23709.7,Employed,10,"Designer, multimedia",48502.74,business,60,890.58,1,True,3247.97,0,2025-08-18 14:37:33.240064,organic,0.6409631892074964,1,1.8033137616837442,0.33729543114683175,0.3016525118159202
2987,Christopher Harrison,linda32@example.net,6764937745,ND,16812,692,3,1,0,0,3,113993.09,17571.58,393.94,73011.97,24620.73,Self-Employed,40,Museum/gallery curator,5249.82,debt_consolidation,12,18319.26,3,False,8594.43,0,2025-09-14 14:37:33.240064,direct,0.11969815201571271,0,0.20019985421923384,0.3372149799546567,0.04146988207793999
2988,Erica Johnson,josephguzman@example.com,001-809-997-2365x8784,MS,76583,705,2,10,0,0,3,45505.8,13083.42,1626.02,96875.42,30913.33,Employed,4,Amenity horticulturist,31754.59,auto,36,18657.17,2,True,11542.18,1,2025-11-14 14:37:33.240065,affiliate,0.3428516809259034,1,0.9853251673413059,0.3191039584654188,0.4287857811531716
2989,Jamie Mayer,taylorlawrence@example.com,+1-469-613-4082,MA,03610,632,8,77,0,0,0,24980.88,9971.19,925.7,99661.95,17681.59,Employed,80,Public affairs consultant,11893.04,business,36,3920.06,1,False,14606.31,0,2025-11-30 14:37:33.240066,organic,0.4173983571604997,1,0.8752385824678716,0.17741565361705244,0.4446760882723107
2990,Jeffrey Kennedy,mark79@example.org,209-202-1136,NE,05746,844,1,108,0,0,2,174636.27,32455.48,2006.97,59861.9,33152.32,Employed,33,Intelligence analyst,49274.99,debt_consolidation,60,5215.54,2,True,6245.16,0,2025-11-21 14:37:33.240067,paid_search,0.05202625627126314,0,0.4680039833649677,0.5538133604178952,0.13790743469269012
2991,Sean Cisneros,anthonyjacobs@example.com,278-983-8502x74094,OR,85627,790,5,11,0,1,1,44212.96,32950.44,1274.62,39987.03,33971.9,Employed,21,"Accountant, chartered management",18848.86,debt_consolidation,48,8804.02,2,True,4239.86,0,2025-10-14 14:37:33.240067,organic,0.11027978602351846,0,1.1715863402947915,0.8495729740368315,0.3459492420322005
2992,Debra Reid,elizabeth28@example.net,(404)776-5908,MO,42411,736,4,103,0,0,0,52647.7,13258.92,1098.09,76518.41,47418.32,Employed,6,"Psychologist, sport and exercise",18424.22,home_improvement,12,9739.34,2,True,6319.54,0,2025-06-17 14:37:33.240068,organic,0.17658623086411598,0,0.6017953300903933,0.6196981876649031,0.2502878568294531
2993,Benjamin Sullivan,rachel38@example.net,4668096467,DC,16069,704,6,39,0,0,0,60850.08,18495.09,2917.14,37426.96,8112.13,Employed,29,Educational psychologist,22288.32,debt_consolidation,24,13052.09,1,False,13500.32,1,2025-08-23 14:37:33.240069,direct,0.14977195885644465,0,0.6702277137515679,0.21674562935381342,0.5752774688217337
2994,Michael Savage,nicholaschapman@example.com,603.779.4174x55393,WI,16122,687,3,190,0,0,3,30192.93,30081.89,1798.48,22067.32,26126.13,Self-Employed,12,Visual merchandiser,26201.48,auto,48,3134.23,2,True,6415.86,0,2025-08-11 14:37:33.240069,direct,0.33198611787385823,0,1.8641241509187745,1.183928542296935,0.714795152375076
2995,Mckenzie Green,stephanie36@example.com,491.443.3741x57281,KS,05170,642,5,9,0,0,0,67538.23,21429.13,536.97,62948.61,29633.64,Employed,64,Travel agency manager,9553.03,home_improvement,36,8082.82,1,True,4183.07,0,2025-09-07 14:37:33.240070,organic,0.2421793091602223,0,0.45873514896674084,0.47075924313499534,0.09540729746693097
2996,Anna Valenzuela,iadams@example.net,(647)987-4876x32942,MD,16216,704,3,3,1,0,0,46890.36,23298.34,2527.6,72556.2,36048.68,Unemployed,26,Advertising account planner,41304.08,debt_consolidation,12,2092.4,2,False,11250.44,1,2025-10-19 14:37:33.240071,organic,0.33557739459283814,0,1.3777335042853158,0.4968380372731758,0.6468536389995726
2997,Paul Martin,mrandall@example.net,493-588-2796x3101,MI,18046,715,7,111,0,0,0,67366.43,90394.2,2602.4,42932.45,2477.87,Employed,0,Agricultural consultant,28149.38,home_improvement,60,8696.77,1,True,8263.27,0,2025-08-18 14:37:33.240071,affiliate,0.4371779703697457,1,1.7596832725142184,0.05771555082460936,0.463566200554193
2998,Jason Alvarez,amorrison@example.net,635-842-4955x9269,ND,89337,625,5,26,0,0,1,79000.24,6182.03,2804.09,99857.6,8667.28,Employed,19,Advertising art director,16606.94,other,12,6983.75,3,False,2895.59,1,2025-10-21 14:37:33.240072,paid_search,0.271113716640964,0,0.2884670983278025,0.08679639807085289,0.4259364275349037
2999,Caitlyn Horton,oholmes@example.net,001-546-383-3971,TN,96815,720,7,36,0,0,0,108417.04,15797.45,218.55,33072.28,2442.02,Self-Employed,77,Landscape architect,32879.95,home_improvement,24,6033.32,2,False,12299.59,0,2025-09-18 14:37:33.240073,direct,0.15023737203749796,0,0.44898292740698326,0.07383887654555417,0.0241899243882696
3000,Michael Price,hatfieldkenneth@example.net,869-813-5881,WA,64309,690,6,43,0,1,0,143850.27,99067.41,2320.64,27182.74,25361.34,Employed,14,Retail merchandiser,24387.68,business,60,11901.1,1,False,11638.86,0,2025-10-30 14:37:33.240074,affiliate,0.1561072666663262,0,0.8582193832517659,0.9329942456132089,0.19358795781196658
3001,Richard Harper,marcusjohnson@example.net,(798)718-4707x108,AR,59792,585,8,104,0,0,0,53825.72,28853.11,2347.17,74245.99,42755.76,Employed,8,Psychiatrist,40173.32,auto,60,3437.75,0,False,4617.75,0,2025-07-26 14:37:33.240074,organic,0.7915894885593676,1,1.282406069068839,0.5758662521706559,0.5232821781111335
3002,Michael Jensen,chelsea44@example.com,(540)874-3486x791,IL,32638,648,6,4,0,0,3,45155.46,9516.35,703.9,6405.79,32535.76,Employed,2,Telecommunications researcher,27492.33,debt_consolidation,48,9902.35,3,True,6750.7,0,2025-09-20 14:37:33.240075,paid_search,0.4985847761939339,1,0.8195837225442948,5.079117485899475,0.18706043521647214
3003,William Mcmillan,dramirez@example.org,841.962.7622,MS,78720,675,4,48,1,0,0,32430.94,29904.22,1570.93,54778.44,26691.7,Employed,15,"Lighting technician, broadcasting/film/video",23446.88,home_improvement,36,7468.23,2,False,11529.63,0,2025-08-23 14:37:33.240076,organic,0.3833045337377995,0,1.6450679505435244,0.48726652310653606,0.5812708481468623
3004,Nancy Stewart,ttaylor@example.com,001-399-911-6618x9831,PW,46275,813,4,33,0,0,0,79184.81,30167.18,1394.81,41373.01,515.98,Employed,89,Tax inspector,17922.38,debt_consolidation,24,1912.56,3,True,10630.82,0,2025-07-15 14:37:33.240077,affiliate,0.041589749948168296,0,0.6073078915009078,0.012471415543611645,0.21137538878984494
3005,Jimmy Hernandez,jessica78@example.com,+1-441-404-3392x6086,MA,81341,733,2,24,1,0,2,60188.7,57648.36,512.5,14076.32,6565.82,Self-Employed,12,"Clinical scientist, histocompatibility and immunogenetics",45613.65,home_improvement,12,8955.69,3,False,2689.51,0,2025-08-30 14:37:33.240077,affiliate,0.4322001465058615,0,1.7156378190590595,0.4664443547745433,0.10217864815156334
3006,Ashley Cordova,brownmatthew@example.com,(878)287-0901x08163,MN,60746,619,2,25,0,2,1,55019.44,49734.84,2952.26,40200.25,29638.14,Employed,8,"Engineer, control and instrumentation",35052.65,debt_consolidation,60,19658.32,2,True,4073.38,0,2025-09-03 14:37:33.240078,direct,0.8,1,1.5410460375460018,0.7372625792128158,0.6439018645046187
3007,Joseph Smith,andrearamirez@example.org,2522493835,SC,83381,729,5,159,1,0,2,32293.0,11213.35,2270.29,58681.5,12088.38,Employed,19,Chartered accountant,11129.74,home_improvement,36,11288.3,2,False,13943.78,0,2025-07-22 14:37:33.240079,organic,0.23716234558497032,0,0.691886476945468,0.20599984662968737,0.8436342241352615
3008,Ronnie Martinez,fstewart@example.net,382.215.8625,NY,24739,607,2,18,0,1,5,42790.44,24844.29,528.5,56379.56,49022.96,Employed,23,"Therapist, sports",15637.96,debt_consolidation,60,11835.5,1,True,13435.8,0,2025-12-02 14:37:33.240079,organic,0.5592128901835552,0,0.946058278437894,0.8695165411010657,0.14821067509471741
3009,Wayne Davis,cherylhuynh@example.com,932-215-5732,PR,72876,764,1,36,0,0,2,81158.67,39202.52,1766.76,99011.86,20068.27,Employed,97,"Engineer, automotive",15551.05,debt_consolidation,12,1909.88,5,False,7328.07,0,2025-09-08 14:37:33.240080,organic,0.0931371354726461,0,0.6746484386695838,0.2026855166643673,0.26123050069696807
3010,William Fisher,allenamy@example.net,001-970-271-4582x233,WV,21699,671,4,40,0,0,2,95043.1,10049.3,1664.06,25491.5,14791.01,Employed,20,Podiatrist,25003.55,home_improvement,12,6537.27,3,False,8113.17,1,2025-07-06 14:37:33.240081,paid_search,0.16022852936476442,0,0.368810045126895,0.5802330188494204,0.21010173279280664
3011,Carol Gray,perezrobert@example.net,390.295.0807,NY,83468,694,6,76,0,0,2,67658.45,23298.26,1574.42,80730.61,27328.58,Employed,96,"Engineer, production",5079.75,auto,24,11873.66,2,True,6254.93,0,2025-08-21 14:37:33.240082,organic,0.14539222787554285,1,0.4194303889610241,0.3385157129371375,0.2792413955684767
3012,Tristan Bonilla,loweandrew@example.net,759-955-9198,GA,04579,779,6,43,0,0,1,62223.32,4170.33,1599.27,87276.64,5930.02,Employed,0,Veterinary surgeon,40688.36,auto,36,8664.66,0,True,4280.91,0,2025-10-09 14:37:33.240082,affiliate,0.12732617494464196,0,0.7209305128688087,0.06794509962803334,0.30842520135537604
3013,Alexis Cervantes,amanda77@example.org,7376214082,VT,08512,622,9,58,0,0,1,113281.95,25888.31,293.76,12539.19,26045.99,Self-Employed,4,"Physicist, medical",12932.39,other,12,5155.09,3,False,2723.72,0,2025-06-09 14:37:33.240083,organic,0.3636343945194307,0,0.34269095826828544,2.0771668664403364,0.03111810840120602
3014,Steven Shaw,ghoward@example.org,(706)241-9337x55215,FM,56112,616,3,30,1,0,2,91930.52,26983.93,2030.94,6416.08,44348.54,Self-Employed,8,Learning disability nurse,20189.78,debt_consolidation,12,1726.25,2,True,12426.45,0,2025-08-14 14:37:33.240084,direct,0.7174149136553502,1,0.5131452536110966,6.912092741985761,0.2651054296222843
3015,Melissa Banks,maryburke@example.org,+1-727-371-3697x1984,AZ,59811,664,9,76,0,0,0,91691.36,14295.83,2571.78,18088.55,11743.56,Employed,19,"Engineer, production",15831.27,debt_consolidation,12,8730.41,2,True,10910.31,0,2025-10-26 14:37:33.240084,paid_search,0.31282091776620763,0,0.3285707617380743,0.6492261679349643,0.33657871363234226
3016,Jason Bell,phillip79@example.com,541.530.6336,KY,73700,762,6,37,0,0,2,40441.16,52171.06,2429.69,12083.08,11881.21,Unemployed,9,"Engineer, petroleum",20964.19,debt_consolidation,24,16685.99,6,True,14766.11,0,2025-09-18 14:37:33.240085,paid_search,0.1466374838922756,0,1.8084360092539382,0.9832931669739834,0.7209555808982728
3017,Kelly Hubbard,kerri63@example.org,001-763-804-4615,WV,26926,608,11,15,1,0,0,180749.66,61605.85,815.17,91871.87,2075.83,Employed,75,Ambulance person,27404.05,debt_consolidation,12,16123.26,5,False,2475.49,0,2025-08-14 14:37:33.240086,organic,0.7165073439473113,0,0.49244850585057803,0.022594837788759498,0.054119271925601405
3018,Christopher Patterson,estrickland@example.net,570.327.7025,TN,48517,530,5,101,0,0,0,130047.95,8443.45,1228.97,12275.76,44543.38,Employed,0,"Engineer, land",20091.46,business,12,12485.23,1,False,3486.58,0,2025-10-09 14:37:33.240086,organic,0.5236560084513556,1,0.21941837606821177,3.6285639341270923,0.11340155688728658
3019,Kurt Daniels,awhite@example.net,(328)497-6184x746,IL,85307,672,2,87,0,0,1,74033.3,65915.95,2389.58,51936.34,39236.2,Unemployed,182,Restaurant manager,19036.17,debt_consolidation,36,8443.2,0,False,11050.41,0,2025-08-19 14:37:33.240087,paid_search,0.2007978025985661,0,1.1474852532576556,0.7554671738516807,0.3873251631360482
3020,Ryan Barker,hnavarro@example.com,450.550.3609x361,MS,55106,733,7,59,0,0,3,43257.57,23401.11,2023.29,99393.62,20964.22,Employed,17,Database administrator,34590.07,auto,48,14587.59,5,False,12436.66,0,2025-09-25 14:37:33.240088,paid_search,0.24457215182242578,1,1.3406018877158379,0.2109211838747799,0.561277020415155
3021,Douglas Oliver,powelljesse@example.org,2179650128,AR,10271,772,2,44,0,0,1,37920.95,10044.85,2372.9,41506.76,24989.37,Employed,14,Arts administrator,20262.44,debt_consolidation,60,13800.65,1,True,9506.0,0,2025-08-14 14:37:33.240089,affiliate,0.08182199263781721,0,0.7992228570223057,0.6020554242248732,0.7508989094418785
3022,Shannon Cowan,iclark@example.org,+1-472-612-1227x64251,NM,63443,672,2,14,0,0,1,74407.22,78440.36,2502.55,30807.81,6413.97,Employed,44,Barista,17600.36,business,36,5660.63,1,True,8049.97,0,2025-09-17 14:37:33.240089,organic,0.2348314403807923,1,1.2907446347276514,0.20819298742753867,0.4035979304158925
3023,Ashley Banks,alexgonzalez@example.net,(367)439-0413,GU,20883,675,5,121,0,0,2,68415.49,24348.89,2788.48,91144.71,37794.35,Employed,34,Art therapist,48359.26,home_improvement,24,11724.53,0,True,6432.72,0,2025-06-25 14:37:33.240090,organic,0.20555815563508706,0,1.0627439780084889,0.4146631219738369,0.4890962558332915
3024,Jennifer Crawford,randerson@example.net,(946)317-4696,IN,12764,769,7,6,0,0,0,53229.6,7930.09,540.19,50911.78,5680.24,Employed,15,"Accountant, chartered certified",26901.0,debt_consolidation,24,18374.53,2,False,11250.22,0,2025-07-18 14:37:33.240091,paid_search,0.08064299947042883,0,0.6543556592572554,0.11157024955717518,0.12177961134406422
3025,Tammy Garcia,nturner@example.com,(703)356-9661x54622,DC,07912,587,4,28,0,0,0,35401.71,11286.39,781.9,76580.54,24869.68,Self-Employed,2,Clinical psychologist,14620.46,home_improvement,60,7129.45,1,True,11148.01,0,2025-06-24 14:37:33.240091,paid_search,0.8,1,0.7317965714085563,0.3247519539559267,0.2650380447724135
3026,Kevin Johnson,zsanders@example.com,712-992-7565x7119,CO,26522,676,6,114,1,0,0,71641.51,24493.02,2916.11,47332.55,1161.26,Self-Employed,58,Community development worker,7312.47,debt_consolidation,60,1306.69,1,True,6302.15,0,2025-09-01 14:37:33.240092,paid_search,0.24267805092825334,0,0.4439533728420856,0.02453406799337876,0.48845034114998415
3027,Jason Walker,xchavez@example.com,+1-590-713-3506x78642,MA,65257,711,6,54,0,0,0,55156.67,34136.68,2716.67,51400.07,19343.53,Employed,37,Scientific laboratory technician,16715.32,home_improvement,24,14497.88,0,True,14967.6,0,2025-07-28 14:37:33.240093,paid_search,0.22031012474753794,0,0.9219555857886272,0.37633275596706384,0.5910443832087761
3028,James Gonzalez,phillipadams@example.org,+1-913-956-7877x142,TX,50681,726,2,34,0,0,1,28487.92,62532.34,1716.25,87701.5,18558.07,Employed,235,Tourism officer,23294.28,business,48,19413.78,3,False,12253.67,0,2025-08-14 14:37:33.240093,organic,0.41559418183591607,1,3.01273732866422,0.21160493264083283,0.7229380031957405
3029,Caleb Ponce,tammy54@example.org,807.515.7426,MT,11669,669,10,94,0,0,0,60208.56,32844.91,1889.2,91055.31,4581.51,Self-Employed,27,Games developer,17262.06,debt_consolidation,12,12628.19,2,True,7360.4,0,2025-07-08 14:37:33.240094,paid_search,0.4121576431228447,1,0.8322233582733087,0.05031568175430955,0.37653117762657007
3030,Jennifer Hoover,danielmarshall@example.org,245-336-1051x381,MA,31959,702,4,273,0,0,0,95707.77,6694.92,686.4,27262.8,13373.69,Employed,0,Insurance risk surveyor,43999.66,debt_consolidation,36,14657.48,3,True,6447.69,0,2025-08-18 14:37:33.240095,organic,0.26338694937300094,0,0.5296809235028671,0.4905471925114075,0.08606197804002746
3031,Natalie Smith,steindenise@example.org,451-463-4155x51234,OK,70562,550,4,12,2,0,3,71466.56,12449.22,987.25,58733.46,17475.55,Self-Employed,27,Cabin crew,39850.41,home_improvement,36,10808.42,4,False,3992.95,0,2025-06-11 14:37:33.240096,organic,0.8,1,0.7318056165009202,0.2975399372010435,0.16576983696990594
3032,Danny Campbell,michellegilbert@example.com,001-764-328-9216,TX,25126,660,4,3,0,0,0,50903.64,200000.0,1252.98,95642.61,1265.83,Employed,39,Operational investment banker,40216.06,other,48,6580.72,3,False,14433.3,0,2025-10-27 14:37:33.240096,affiliate,0.8,1,4.719035023821479,0.013235000592309223,0.2953769121422358
3033,Deborah Roberson,amandastark@example.net,(705)607-4150x72389,CT,76965,727,3,37,0,0,0,140569.78,151821.19,1132.62,93608.07,10088.74,Employed,9,Legal secretary,16458.02,debt_consolidation,36,14071.26,4,False,5437.3,0,2025-11-04 14:37:33.240097,paid_search,0.2777070446526803,1,1.1971222406409114,0.10777639150128829,0.09668820709543686
3034,Jennifer Allen,mackenziekelly@example.com,(687)458-2930,MI,13588,641,3,20,1,0,2,41704.54,28375.99,2339.61,89606.14,39222.34,Employed,35,Immunologist,9952.91,home_improvement,24,2604.01,4,True,14528.56,1,2025-11-26 14:37:33.240098,paid_search,0.6494083386261811,1,0.9190582128468507,0.43771933485808,0.6731957719711091
3035,Jennifer Smith,anthony56@example.net,001-207-510-3142x10653,AR,02372,703,7,65,1,1,0,72206.73,46914.16,2866.77,89072.82,35184.8,Employed,14,"Investment banker, operational",17384.52,business,48,4937.42,2,True,14264.73,0,2025-11-18 14:37:33.240098,paid_search,0.28026724924154633,0,0.8904804302867615,0.39501163205565964,0.4764270588073993
3036,James Montoya,mmontgomery@example.org,+1-715-995-9603x844,ID,92700,726,7,40,0,0,1,46258.69,34305.38,2265.84,95178.55,19276.8,Employed,40,Waste management officer,15930.92,auto,36,11166.89,1,True,14205.38,0,2025-07-19 14:37:33.240099,organic,0.23231140305968997,1,1.0859862222644003,0.20253302871287698,0.587783181927547
3037,Lindsay Rogers,hocarolyn@example.org,+1-605-758-9351x67500,OR,05859,679,7,41,1,0,1,62282.29,85284.51,2624.65,88486.47,32523.33,Self-Employed,134,Public house manager,47819.66,debt_consolidation,60,15337.17,1,True,8456.74,1,2025-10-21 14:37:33.240100,paid_search,0.4062847076874042,0,2.1371110471371555,0.3675514460007276,0.5056943153503187
3038,Wendy Allen,christopherescobar@example.org,(516)464-8734x32492,WA,93515,710,3,26,2,0,2,48446.88,43853.21,2123.29,60443.01,43628.45,Self-Employed,59,Actuary,33035.75,debt_consolidation,12,1332.09,1,True,2938.04,1,2025-09-15 14:37:33.240101,paid_search,0.6037201751915293,0,1.5870776405002758,0.7218113393095412,0.5259261277506415
3039,Cheryl Newman,alexis41@example.com,(700)900-4636x714,AK,22865,642,5,14,0,0,0,113106.61,27108.83,445.47,90596.11,37578.2,Employed,76,Travel agency manager,25056.71,auto,24,8912.11,2,False,4887.02,0,2025-11-16 14:37:33.240101,direct,0.2588026479492849,0,0.46120682071542946,0.41478822876611365,0.04726195931431417
3040,Rebecca Lane,smurphy@example.com,896.432.0677x15041,SC,15963,687,7,14,0,0,0,70024.18,84247.15,1728.06,51448.7,25287.48,Employed,94,Museum/gallery curator,44462.95,debt_consolidation,60,3890.64,3,False,4377.15,0,2025-10-28 14:37:33.240102,affiliate,0.2533233396620547,0,1.8380807886647157,0.49150862898382275,0.2961365631129133
3041,Mark Madden,stevenholmes@example.org,(292)222-5539x8315,LA,56455,736,7,29,0,0,3,67723.06,33680.66,1304.35,15668.15,47485.47,Employed,26,"Research officer, trade union",48525.53,home_improvement,36,1891.12,1,False,11004.82,0,2025-10-23 14:37:33.240103,organic,0.19307952925710323,0,1.213858174748749,3.0307004975060874,0.23112068474165223
3042,Tanner Holmes,timothyolsen@example.net,976.531.2042x6285,MO,62998,709,4,68,1,0,0,49623.01,14958.46,1873.61,37330.44,22660.59,Employed,16,Radio broadcast assistant,13506.81,home_improvement,12,2927.22,4,False,5970.83,0,2025-06-18 14:37:33.240103,organic,0.25693469990670553,0,0.5736304589342726,0.6070271338885906,0.4530825518242444
3043,Brett Owen,lindaperez@example.com,356.284.6962x512,SD,03382,664,8,24,0,0,0,55443.23,47872.11,2166.04,29513.72,34375.01,Employed,108,Tourist information centre manager,47992.94,debt_consolidation,48,8370.04,1,False,11673.87,0,2025-09-20 14:37:33.240104,direct,0.48978078620218646,0,1.729066831063053,1.1647128860746798,0.46881251326807616
3044,Lynn Mueller,nmcmillan@example.com,(440)951-6243,FL,21777,713,8,23,0,0,0,85471.1,46112.92,2894.27,15793.03,30284.49,Employed,34,Brewing technologist,15895.65,auto,48,12671.5,2,False,11368.66,0,2025-09-17 14:37:33.240105,paid_search,0.1799142321799917,1,0.7254916574140264,1.9175857957592686,0.40635068461737356
3045,Lori Green,andrewarnold@example.com,001-219-459-3281x90466,AL,29281,742,5,33,0,0,1,86206.09,14123.44,530.4,65881.68,19102.81,Employed,11,Homeopath,27057.89,debt_consolidation,48,16027.08,4,True,2015.68,0,2025-09-01 14:37:33.240105,organic,0.08367125033577298,0,0.47770789743508846,0.2899563277682051,0.07383237077566097
3046,Tiffany Harris,seth61@example.com,001-987-990-2314x9951,NJ,87271,577,10,281,0,1,1,67875.24,79417.87,2731.7,23639.11,36832.74,Employed,8,Geoscientist,49121.7,business,24,13565.79,0,True,4597.12,0,2025-10-07 14:37:33.240106,organic,0.8,1,1.893762290932599,1.5581271883755352,0.48295077851658413
3047,Jeffrey Fuller,nicolerandall@example.net,(465)570-2316x283,GU,71027,769,6,5,0,0,1,86234.97,40718.08,2114.46,22640.06,33077.57,Employed,42,"Designer, jewellery",39397.37,debt_consolidation,48,10630.1,1,True,4011.37,1,2025-10-23 14:37:33.240107,direct,0.079451879880009,0,0.9290366773479484,1.4610195379340867,0.2942370131282008
3048,Alyssa Zimmerman,brian64@example.org,323-358-5208,VA,16431,679,9,20,0,0,1,119619.69,21410.27,1654.1,33900.3,513.02,Employed,18,Medical illustrator,26099.43,auto,36,7575.61,2,False,8375.73,1,2025-07-12 14:37:33.240108,affiliate,0.12868098495301922,0,0.39717290690186535,0.015133199411214647,0.16593589232675654
3049,Angela Reyes,lewisamanda@example.org,001-279-775-0758,VT,60626,725,8,20,1,0,4,79811.1,33614.08,1339.17,28060.58,2115.68,Employed,12,Recycling officer,8563.41,debt_consolidation,36,11293.83,2,False,4030.68,0,2025-06-28 14:37:33.240108,organic,0.19334073796147405,0,0.5284664664438906,0.07539687347873777,0.20135093990685507
3050,Bianca Chavez,qbarron@example.org,+1-997-435-8824x416,SD,83280,771,6,220,0,0,2,23786.48,72207.19,2205.96,57316.19,44301.59,Employed,9,Chartered legal executive (England and Wales),14253.99,debt_consolidation,36,12409.59,2,True,13826.28,0,2025-10-07 14:37:33.240109,organic,0.24396461547979476,0,3.6348875495659723,0.7729332671972787,1.1128809306799494
3051,Heather Allen,irichardson@example.org,001-781-939-4053,AZ,64954,617,4,31,0,0,1,67278.29,24967.27,1149.8,6481.91,1381.33,Self-Employed,5,Higher education careers adviser,43030.61,home_improvement,36,12415.68,3,True,10408.18,1,2025-07-17 14:37:33.240110,organic,0.8,0,1.0106957236873888,0.21310539640322065,0.20508250135370562
3052,Elizabeth Nichols,cynthia65@example.net,(725)274-2367,OR,79002,657,2,50,0,0,2,162657.8,16628.25,2195.8,46977.18,18645.56,Employed,23,"Psychologist, educational",14561.03,other,36,12875.77,1,True,2606.91,0,2025-10-10 14:37:33.240110,paid_search,0.23104549537176144,0,0.19174782887755767,0.39690675344922793,0.16199407590659656
3053,Richard Hartman,juan12@example.net,(852)204-1979x757,TX,32047,682,3,13,0,0,1,97368.87,9445.24,2267.78,67572.86,19148.41,Employed,15,"Teacher, secondary school",47964.72,auto,48,3057.91,1,True,12936.11,1,2025-07-09 14:37:33.240111,organic,0.1633266375964082,0,0.5896130868110105,0.2833742718600337,0.27948727349922003
3054,Mary Hill,robinsonkatherine@example.com,610-885-2819,AZ,95009,652,1,0,0,0,2,59972.5,2351.36,709.73,22842.04,5919.57,Employed,22,Furniture conservator/restorer,12617.06,debt_consolidation,24,17291.74,0,True,6964.64,0,2025-08-26 14:37:33.240112,affiliate,0.23932674246270508,0,0.24958806119471424,0.2591524224631425,0.1420110884155238
3055,Lori Little,lgibson@example.com,+1-359-440-2161x4370,GA,92633,804,8,24,0,1,4,86810.5,11902.83,1049.69,19239.61,26480.93,Self-Employed,10,"Therapist, occupational",20199.55,home_improvement,48,5540.49,0,False,5100.07,0,2025-10-13 14:37:33.240113,organic,0.05682600530869004,0,0.36979835388576265,1.376375612603374,0.14510088065383797
3056,Ashley Stevens,kevin01@example.net,(369)852-5963x176,SD,75410,648,7,61,1,0,2,51673.86,13084.0,856.41,91053.19,9195.19,Self-Employed,112,"Teacher, special educational needs",31856.4,other,60,19343.37,0,False,13334.04,0,2025-08-14 14:37:33.240113,affiliate,0.6162123451588237,1,0.8696931098238064,0.10098701649003182,0.19888043974264744
3057,Ashley Campbell,janicedixon@example.net,841.248.3157x8152,ME,25000,666,5,70,0,0,0,79087.79,140923.43,2467.17,82905.79,25751.22,Employed,5,Dance movement psychotherapist,25798.39,business,24,10025.61,1,True,2643.05,1,2025-06-24 14:37:33.240114,organic,0.7506847005727411,0,2.108060169591286,0.3106082216935633,0.3743440043020548
