application_id,applicant_name,email,phone,state,zip_code,credit_score,num_credit_accounts,credit_history_months,delinquencies_2y,public_records,inquiries_6m,income,total_debt,monthly_debt_payment,total_credit_limit,total_credit_balance,employment_status,employment_length_months,occupation,loan_amount,loan_purpose,loan_term_months,avg_monthly_balance,num_bank_accounts,has_savings_account,monthly_income_deposits,num_nsf_fees,application_date,referral_source,probability_of_default_x,default,debt_to_income,credit_utilization,payment_to_income,interest_rate,monthly_payment,probability_of_default_y,expected_loss,expected_return,risk_segment
339,Scott Thomas,quinnjacob@example.net,345-898-4847,WI,66487,724,7,20,0,0,1,79835.1,14093.76,567.16,36823.57,42090.0,Self-Employed,9,Geoscientist,45188.52,debt_consolidation,60,5065.03,2,True,3232.87,0,2025-09-07 14:37:33.238067,affiliate,0.2425266850135169,0,0.7425590999447611,1.143017909453103,0.0852497209873852,0.13509285103920454,1039.9970588949745,0.06273212759801139,1133.9088010421158,0.08999999999999998,Medium-Low Risk
342,Cynthia Morris,ywu@example.com,+1-537-759-1128x6131,FM,55571,714,6,30,1,0,1,61316.37,3354.14,1947.97,29877.79,33258.54,Employed,17,Herbalist,10161.07,debt_consolidation,60,10982.18,2,False,11299.48,0,2025-09-28 14:37:33.238070,paid_search,0.1798575975037299,0,0.2204176470329212,1.1131526126932414,0.3812300043202166,0.12830626470549383,230.31551814966522,0.04576566176373454,186.01123711105203,0.09000000000000001,Medium-Low Risk
343,Anthony Harmon,drakeamanda@example.com,470-716-0161x99594,AZ,85235,714,3,47,0,0,1,56401.69,33192.56,2501.49,87754.88,9190.86,Employed,14,Quality manager,12455.37,home_improvement,12,3346.56,1,True,2594.41,1,2025-08-11 14:37:33.238070,organic,0.1700027594137116,0,0.8093362096064851,0.1047333208136117,0.532215967287505,0.13171203451527783,1113.4804117966517,0.05428008628819455,270.43142334055597,0.09,Medium-Low Risk
345,Kayla Rodriguez,joseph10@example.net,+1-499-454-4080x995,HI,78566,671,3,5,1,0,0,119480.21,10397.51,876.55,38133.38,15409.94,Employed,17,Meteorologist,7083.2,auto,24,15051.35,4,False,9226.92,0,2025-06-26 14:37:33.238072,paid_search,0.1674834107720093,0,0.1463063213564823,0.4041063236461075,0.0880363367289026,0.12719459482034723,335.81562795621596,0.04298648705086809,121.79275403148355,0.08999999999999998,Medium-High Risk
346,Theresa Williams,smithdustin@example.com,954-996-3083,AL,73402,713,8,37,0,0,1,105577.93,27153.12,461.5,26562.87,42981.25,Self-Employed,60,Forest/woodland manager,34728.16,other,12,15692.13,2,True,2977.63,0,2025-09-24 14:37:33.238072,direct,0.1511306493101555,0,0.5861194664453073,1.6180951079457906,0.0524541445356998,0.1290334335973437,3100.250012578786,0.04758358399335922,660.9961273179273,0.09000000000000001,Medium-Low Risk
349,James Parks,rosaleslauren@example.net,499-470-7554x538,MN,70860,656,5,8,0,0,1,49077.33,20148.73,1083.61,20418.4,47355.94,Self-Employed,85,Production manager,49009.37,home_improvement,48,14988.6,2,True,13480.67,0,2025-11-09 14:37:33.238075,affiliate,0.4426306942941597,0,1.409165902057019,2.319277710300513,0.2649557341444614,0.1870933088658246,1457.8793990840609,0.19273327216456154,3778.2944987294795,0.08999999999999997,Medium-High Risk
350,Theodore Jones Jr.,ncarr@example.net,740.991.7089,OH,52211,687,6,5,0,1,0,36640.2,21620.79,977.16,17783.07,10822.3,Employed,14,Advertising account planner,40478.02,home_improvement,48,11436.82,1,True,2401.38,0,2025-06-11 14:37:33.238075,paid_search,0.2975618705394763,0,1.6948272662267128,0.6085732103624402,0.3200288208033799,0.14233792719472055,1110.8746823707954,0.08084481798680138,1308.9752637464424,0.08999999999999998,Medium-Low Risk
351,Ana Hill,lewiseric@example.net,938-826-7828x2759,DE,20262,718,4,199,0,0,0,61525.47,14548.03,692.94,65278.63,27157.76,Employed,68,Tax inspector,11848.13,debt_consolidation,12,14700.21,1,True,13893.31,0,2025-10-22 14:37:33.238076,direct,0.1698865845912708,0,0.4290281732102168,0.4160283388300275,0.135151832241184,0.1271483380785226,1056.6581860625336,0.042870845196306503,203.17573883828598,0.09,Medium-Low Risk
353,Kerry Chavez DDS,allisonhogan@example.net,586.834.5872,AR,51660,751,7,104,0,0,1,81188.21,19589.53,2975.39,78845.86,16987.46,Employed,4,Secondary school teacher,46195.69,business,48,16657.44,4,False,8504.44,0,2025-09-03 14:37:33.238077,paid_search,0.1164900736679115,0,0.8102804582093878,0.2154515151461344,0.4397766621532855,0.11168934619940506,1197.745174883535,0.021723365498512656,401.4103433303945,0.08299999999999999,Low Risk
354,Michael Farrell,garciamark@example.com,362.385.8498,PA,95374,690,10,38,0,0,1,42138.56,52922.9,2661.77,13163.64,3832.07,Employed,2,Building services engineer,9379.07,debt_consolidation,60,715.13,1,False,12351.01,0,2025-07-13 14:37:33.238079,paid_search,0.4379885416205193,0,1.4785025876536837,0.2911102096380636,0.7580050196304762,0.14569043726221304,221.01136311627235,0.08922609315553261,334.74310941290446,0.08999999999999998,Medium-Low Risk
355,Patricia Le,wyattkevin@example.com,+1-745-275-8738x6880,NV,54560,698,7,34,0,0,1,26902.77,21617.06,819.85,79274.09,1023.12,Self-Employed,22,"Editor, film/video",29259.68,business,60,13500.9,2,False,9212.02,0,2025-07-12 14:37:33.238079,paid_search,0.3376770968386103,0,1.891133886956622,0.0129061084144895,0.3656946849711015,0.14469360664347947,687.9623783568323,0.08673401660869866,1015.1238284340833,0.09,Medium-Low Risk
356,Jesse Perez,fbrown@example.com,001-974-351-1524x718,AK,56075,639,6,145,1,0,4,20000.0,15077.33,439.6,90780.65,6881.41,Employed,26,Technical sales engineer,37370.71,debt_consolidation,60,19971.02,0,True,9756.61,0,2025-10-15 14:37:33.238080,paid_search,0.8,0,2.622402,0.0758026077143091,0.26376,0.28489608,1174.630850050901,0.3622402,5414.8693858168,0.11999999999999998,Medium-High Risk
358,Jeffery Ortega,marilyn55@example.com,672-986-3249,VA,77356,682,6,57,0,0,1,70287.64,25865.14,2130.73,77933.37,33893.84,Employed,40,Soil scientist,40393.38,business,60,18797.66,1,True,13736.64,1,2025-07-16 14:37:33.238082,organic,0.209844200311102,0,0.9426766925166358,0.4349079219851521,0.3637732039374206,0.13331212031019962,925.9367576231699,0.05828030077549907,941.6553342956114,0.08999999999999998,Medium-Low Risk
359,Christian Leblanc,ahays@example.org,001-383-660-0298x45582,OR,69309,719,2,150,1,0,1,116875.93,32356.03,1996.76,88443.4,32562.38,Self-Employed,16,Restaurant manager,20587.61,home_improvement,12,6493.45,0,True,4960.43,0,2025-06-13 14:37:33.238082,direct,0.2348635098782348,0,0.4529901066883489,0.368171960824663,0.2050132991455127,0.13179485160032522,1840.5633317990084,0.05448712900081309,448.70390475537187,0.08999999999999998,Medium-Low Risk
360,Ronald Davis,rivasmatthew@example.com,001-961-472-7018x91388,MT,71405,650,2,119,0,0,2,25147.02,5150.32,1691.2,55248.62,25338.1,Employed,18,"Engineer, broadcasting (operations)",21161.59,business,60,6227.06,1,True,4274.07,0,2025-09-26 14:37:33.238083,affiliate,0.4637974203993378,0,1.0463231826276036,0.4586195999103687,0.8070300178709048,0.17548234184408332,532.1781983055023,0.1637058546102083,1385.7104703443354,0.08999999999999998,Medium-High Risk
361,Parker Cain,sdean@example.org,872-883-6069,OR,22340,731,3,47,0,0,1,99170.85,8320.15,2253.83,56471.93,21797.27,Self-Employed,25,"Conservator, furniture",44409.75,auto,48,17974.53,1,True,8809.91,1,2025-06-28 14:37:33.238084,organic,0.1786728218594477,0,0.5317076540132508,0.3859841517723938,0.2727208650525834,0.12838049184815903,1187.835817120601,0.04595122962039752,816.2730478537796,0.09000000000000001,Medium-Low Risk
362,Laurie Hoffman,elizabethhudson@example.org,+1-584-348-7949,AS,41009,791,9,169,0,0,1,46930.38,23937.65,1643.82,62496.36,23782.7,Employed,24,"Surveyor, land/geomatics",16889.18,home_improvement,24,13934.27,2,False,3507.26,0,2025-08-28 14:37:33.238084,organic,0.1012993425733836,0,0.8699445860016476,0.3805453629619389,0.4203213355613144,0.11047977834400659,787.5444256808731,0.018699445860016477,126.32732281202924,0.08299999999999999,Low Risk
364,Nicole Parrish,elizabethperez@example.com,635-485-6932x8743,PW,66797,724,7,129,0,0,0,60047.42,44385.66,1285.39,45970.44,34434.05,Employed,9,Medical sales representative,37465.76,business,60,17445.72,3,True,2157.64,0,2025-11-03 14:37:33.238086,paid_search,0.3187198366011768,0,1.3631130196767824,0.7490476488804545,0.2568749831383263,0.14402882748334567,879.6079011382723,0.08507206870836415,1274.9158835724324,0.09000000000000001,Medium-Low Risk
365,Tracy Burke,zgentry@example.net,2505240905,AZ,35480,741,8,22,0,0,2,59563.56,10783.0,2474.35,55402.17,35971.89,Employed,21,Chartered public finance accountant,9936.16,debt_consolidation,60,5364.5,1,True,2857.15,0,2025-07-08 14:37:33.238087,affiliate,0.0563263102486521,0,0.3478495912601597,0.649286661515244,0.4984960603429345,0.11539139836504064,218.717354051059,0.013478495912601599,53.5697967787822,0.09,Low Risk
367,Courtney Rodriguez,lebrent@example.org,001-426-417-5154x188,AZ,59794,713,3,92,0,0,0,85641.09,67310.74,2666.62,50451.98,18198.03,Employed,60,"Geneticist, molecular",28938.3,debt_consolidation,24,10955.42,3,True,5564.41,0,2025-10-08 14:37:33.238088,organic,0.2150998650583789,0,1.1238651913468174,0.3607000161341536,0.3736458748948664,0.1354863822961618,1383.2486939269288,0.06371595574040452,737.5325768010192,0.09,Medium-Low Risk
369,Renee Bruce,alexanderwanda@example.com,(439)487-4451,NY,28518,705,3,14,1,0,2,96600.45,12732.27,1890.03,76282.69,18313.21,Employed,19,Historic buildings inspector/conservation officer,38878.13,debt_consolidation,60,18664.81,2,True,9448.48,0,2025-11-14 14:37:33.238090,organic,0.2262683657261198,0,0.5342666623188608,0.2400703226380716,0.2347852416836567,0.1330139999347829,890.606986362354,0.05753499983695728,894.7412812844815,0.09,Medium-Low Risk
371,Allison Hickman,cynthia12@example.org,307.471.3599x233,WI,44921,701,6,83,0,0,3,53983.82,81959.89,2011.47,57008.53,27403.88,Employed,51,"Surveyor, land/geomatics",40095.37,home_improvement,36,11869.65,3,False,7900.07,0,2025-11-13 14:37:33.238091,paid_search,0.2929373364320289,0,2.260960043212948,0.4806978885440477,0.4471273059224041,0.14913152051855538,1388.2145299864108,0.09782880129638845,1568.99279385407,0.09,Medium-Low Risk
372,Debra White,gabrielschultz@example.com,+1-299-785-1186,MP,86283,729,2,24,0,1,4,28738.49,25761.19,790.97,77271.74,41935.14,Employed,50,Armed forces operational officer,42365.49,debt_consolidation,36,19805.23,1,True,13790.5,1,2025-09-26 14:37:33.238092,organic,0.3885284808062726,0,2.370572705803262,0.5426969808108372,0.3302762253688345,0.15044687246963917,1469.5409041586772,0.10111718117409786,1713.5515711437727,0.09000000000000001,Medium-Low Risk
373,Ellen Morgan,reginald68@example.org,623-811-2625x748,IN,18477,787,1,9,0,0,0,74926.84,6031.05,2483.52,22594.78,7636.85,Self-Employed,6,Legal secretary,34023.48,home_improvement,60,4702.84,3,True,2389.4,0,2025-07-20 14:37:33.238092,organic,0.1062791649396403,0,0.5345818667916599,0.337991783943017,0.397751193030428,0.11036599296059997,740.3740579099737,0.01841498240149992,250.61671417511383,0.083,Low Risk
374,Sergio Knight,ryan18@example.net,(574)665-5057x5194,GU,75715,757,2,29,1,0,2,61039.13,36667.13,2834.78,37391.07,35944.62,Employed,23,Sports administrator,27093.44,debt_consolidation,12,11516.09,1,False,6943.22,0,2025-09-11 14:37:33.238093,organic,0.1362223842083271,0,1.0445851702014757,0.9613156296409812,0.5573041424410866,0.11322292585100738,2398.638131573943,0.025557314627518445,276.97422816871733,0.08299999999999999,Low Risk
375,Charles Schultz,joseph33@example.net,(354)382-5085,NC,84789,829,5,36,1,0,1,59800.82,36344.1,1133.06,12615.24,27587.41,Self-Employed,5,Learning disability nurse,22552.87,debt_consolidation,60,9180.09,3,True,2971.53,0,2025-10-21 14:37:33.238094,organic,0.1458630938231729,0,0.9848856587585254,2.186831958805381,0.2273667819270705,0.10895465697627557,489.17912994903656,0.014886642440688939,134.29460468053614,0.08299999999999999,Low Risk
377,Glen Wood,aprilhooper@example.net,622-288-0326x0297,MD,59498,752,5,13,0,0,3,58538.74,12447.09,2076.32,29995.28,43993.56,Unemployed,30,Chiropractor,26440.96,home_improvement,60,4319.38,2,True,11014.68,0,2025-11-27 14:37:33.238095,affiliate,0.0848659226929362,0,0.6643130685764675,1.4666827580872723,0.4256299332715396,0.10965725227430587,574.4386831850943,0.016643130685764677,176.02414109483055,0.08299999999999999,Low Risk
379,Anthony Moore,gonzalescheyenne@example.net,810-897-6302,OK,34104,831,4,41,0,0,0,33190.35,110933.53,1023.91,22131.61,41287.83,Employed,40,Dance movement psychotherapist,16104.01,business,48,17390.68,2,False,12591.88,0,2025-08-03 14:37:33.238097,organic,0.1409810604560322,0,3.827544451926539,1.8655592611653649,0.3701955538281458,0.11265508890385308,418.29604076123496,0.024137722259632694,155.48564825853902,0.08299999999999999,Low Risk
380,Megan Nelson,jessica82@example.net,001-953-458-1898x5791,AZ,19996,651,6,140,0,0,1,59699.14,19301.2,1167.64,31141.55,38708.93,Employed,122,"Designer, textile",27776.0,home_improvement,60,5183.5,2,True,8016.41,0,2025-07-14 14:37:33.238097,affiliate,0.2898615541602435,0,0.7885741737653171,1.2429994653445318,0.2347048885461331,0.16723437356049015,686.1814092536133,0.14308593390122537,1589.7419600161745,0.08999999999999998,Medium-High Risk
381,Karla Ramos,padillagregory@example.com,748-768-8238,OR,62212,649,3,50,0,0,2,125076.96,7603.37,397.37,42523.4,16301.43,Self-Employed,38,"Sound technician, broadcasting/film/video",6976.98,business,12,19393.78,2,True,14067.89,0,2025-11-15 14:37:33.238098,paid_search,0.1813330285453577,0,0.1165710295485275,0.3833519897280085,0.0381240477862589,0.17573027294555288,638.2325955619596,0.0893256823638822,249.28939973566355,0.11999999999999998,Medium-High Risk
384,Mr. Andrew Foster,william41@example.com,001-327-346-0011x15663,CT,85317,668,5,6,0,0,0,85584.79,35630.04,851.71,19639.2,20374.38,Employed,87,Fisheries officer,32751.68,auto,24,12395.95,5,True,2538.38,0,2025-12-02 14:37:33.238100,paid_search,0.3423381990265004,0,0.7989938399101056,1.037434315043383,0.1194198174699032,0.1675678028771234,1615.4922447095319,0.14391950719280847,1885.4422581346246,0.09,Medium-High Risk
386,Chad Scott,heather69@example.net,(840)614-7669,VA,48355,709,2,32,0,0,0,81166.69,31324.49,1568.02,40044.22,16834.47,Employed,22,Sales promotion account executive,44733.1,other,12,12126.33,2,False,3990.43,0,2025-08-25 14:37:33.238102,direct,0.2125219119698904,0,0.9370542275408792,0.420397001115267,0.2318221920839694,0.13324465073049055,4002.2514280342184,0.05811162682622637,1039.8052855921067,0.09,Medium-Low Risk
387,Adam Burgess,beverlymitchell@example.org,+1-646-715-9101,LA,80855,720,5,50,0,0,0,60419.44,53407.07,939.47,42437.17,45753.31,Employed,48,Records manager,27293.34,other,48,12954.16,0,True,12761.03,1,2025-09-19 14:37:33.238102,affiliate,0.2628792295511175,0,1.3356696122969691,1.0781423454957058,0.1865896142036404,0.13802803534756364,743.1337688450062,0.07007008836890907,764.9786982730724,0.09000000000000001,Medium-Low Risk
388,James Padilla,amorris@example.org,(397)317-3043,ME,36270,812,10,117,0,0,1,57427.23,10947.66,1852.87,89305.01,41785.56,Employed,59,"Exhibitions officer, museum/gallery",25327.77,debt_consolidation,12,7132.6,3,False,8420.03,0,2025-08-18 14:37:33.238103,affiliate,0.0534691845819376,0,0.6316764712489179,0.4678971538102957,0.3871759094074361,0.10626335294249784,2234.098185945457,0.00815838235624459,82.65345275640841,0.08299999999999999,Low Risk
389,Sandra Drake,lorijohnson@example.com,887.350.9310,KS,95502,757,4,37,0,0,4,162447.03,9946.73,1811.69,82312.44,48597.59,Employed,18,"Teacher, secondary school",43655.64,home_improvement,24,17064.6,0,False,14357.72,0,2025-07-22 14:37:33.238104,paid_search,0.0673630018709918,0,0.3299682979738071,0.5904039535214847,0.1338299629116026,0.10831987319189523,2031.2913727126063,0.013299682979738072,232.24246891102902,0.083,Low Risk
391,Thomas Atkins,jacqueline69@example.net,901-462-5953x4547,OR,95008,646,3,123,0,0,1,37644.32,7642.7,2034.93,10640.31,4792.71,Employed,14,Tour manager,39893.59,debt_consolidation,60,15710.86,1,True,6105.26,1,2025-11-30 14:37:33.238105,direct,0.4817421873559736,0,1.2627745699749655,0.4504295457557158,0.6486811290521386,0.21240878623919887,1084.668266999507,0.18102196559799721,2888.646430624242,0.11999999999999998,Medium-High Risk
392,Laura Mckinney,npowell@example.com,+1-708-893-7259,ID,3182,729,3,79,0,0,0,82443.49,4697.2,2424.32,85449.38,1743.22,Employed,79,General practice doctor,19630.14,debt_consolidation,24,4382.16,7,True,12913.61,0,2025-08-23 14:37:33.238106,affiliate,0.1265298523093949,0,0.2950789686365776,0.0204006161308601,0.3528700689405555,0.12554094762363893,929.1464974002555,0.03885236905909733,305.0709775846995,0.09,Medium-Low Risk
393,Brian Smith,vazquezdylan@example.org,368-698-3750,TX,59178,620,8,22,1,0,3,37857.24,26540.07,2203.25,15934.79,46609.01,Employed,21,Purchasing manager,47486.08,debt_consolidation,60,17999.22,4,False,7330.37,0,2025-08-06 14:37:33.238107,direct,0.7601014264162849,0,1.955402718211893,2.924984263990928,0.6983868871581764,0.2582161087284757,1416.744880156854,0.2955402718211893,5613.619596369097,0.12000000000000001,High Risk
394,Robert Montgomery,wrightpaul@example.net,+1-810-727-0364,WV,40206,809,3,10,0,0,1,38662.53,11390.13,1246.88,48546.07,45.74,Employed,26,"Designer, interior/spatial",48348.73,home_improvement,60,5430.59,1,False,13612.89,0,2025-09-12 14:37:33.238107,organic,0.0820050223095326,0,1.545135820133861,0.0009421977927358,0.3870041613934732,0.10809027164026772,1046.6196797353623,0.012725679100669305,246.10816916196123,0.08299999999999999,Low Risk
395,Tamara Davis,stacy16@example.com,001-676-510-5272x375,GA,15870,770,7,20,1,0,2,64874.06,24616.44,2488.0,18970.07,408.95,Employed,49,Equities trader,37907.04,debt_consolidation,36,1154.84,1,True,9980.78,0,2025-07-26 14:37:33.238108,affiliate,0.1446703573200879,0,0.96376702799239,0.0215576431715855,0.4602147607225446,0.11281883513996195,1246.0941768430891,0.024547087849904874,372.20297640394324,0.083,Low Risk
396,Dana Chapman,heather91@example.com,847-578-0152x60748,TX,98854,671,8,7,0,0,2,107673.49,28154.54,2061.49,46556.09,11716.01,Employed,0,Community arts worker,39762.32,other,12,12516.45,2,True,5220.47,0,2025-06-11 14:37:33.238109,paid_search,0.2135569964909966,0,0.630766774625769,0.2516536504676402,0.2297490310753371,0.13348304155461108,3557.9630078654905,0.05870760388652768,933.740212867743,0.09,Medium-High Risk
397,Jennifer Collins,lauraball@example.net,388-639-7847x91665,AK,13214,597,4,140,0,0,1,28463.22,10143.02,995.17,24603.89,30963.11,Employed,64,Purchasing manager,22175.27,business,12,18645.19,0,True,9431.56,0,2025-10-23 14:37:33.238109,organic,0.6176590509619521,0,1.135440403439948,1.2584640071143225,0.4195604011071129,0.2681264242063969,2127.18513438499,0.3203160605159922,2841.238050911387,0.11999999999999998,High Risk
398,Gary Jackson,staffordcorey@example.org,645-403-2312x4891,HI,75932,781,5,56,0,0,1,46541.76,22684.68,2623.0,65449.97,4099.5,Employed,64,Geophysical data processor,28008.39,debt_consolidation,36,17064.35,0,True,11449.71,0,2025-08-09 14:37:33.238110,organic,0.0866563743918399,0,1.0891953806645902,0.0626356284044133,0.6762958684845609,0.11135678152265836,918.7594054784473,0.020891953806645904,234.0599960314092,0.083,Low Risk
400,Hannah Luna,ipoole@example.org,572.604.1689,PA,44594,774,1,103,0,0,0,37405.94,4919.79,2007.86,68913.7,25495.3,Self-Employed,53,Press sub,29787.24,debt_consolidation,12,12293.19,2,True,4639.65,0,2025-07-03 14:37:33.238112,direct,0.1108694678870468,0,0.9278480904369732,0.3699598193102387,0.6441308519449049,0.11071139236174789,2633.6342055413165,0.019278480904369732,229.7010950135513,0.08299999999999999,Low Risk
401,Robin Young,keithdaniels@example.net,(241)285-0489,MO,59441,604,2,9,1,0,2,60821.63,35230.05,1689.8,55101.57,31011.38,Employed,3,Actor,38629.66,business,12,1822.36,2,False,14363.03,0,2025-10-20 14:37:33.238112,direct,0.8,0,1.2143658432041369,0.5628039273654091,0.3333945505899792,0.33929292588837234,3840.948889652447,0.4982323147209307,7698.617967473021,0.12000000000000004,High Risk
403,Mary Thompson,ralph67@example.org,+1-400-792-7338x5289,DC,79143,700,4,214,1,0,0,113353.74,28022.51,1670.81,38332.79,49987.35,Employed,45,Research scientist (maths),20523.45,debt_consolidation,12,665.4,1,True,7885.39,0,2025-10-05 14:37:33.238114,direct,0.2372162198173835,0,0.4282695921634345,1.3040363093842111,0.1768774457728523,0.13142404388245152,1834.470118951846,0.053560109706128796,439.6952934192996,0.09,Medium-Low Risk
405,Joann Glass,john42@example.org,817.253.6397,FM,52234,672,4,3,0,0,1,51567.21,40923.32,1150.54,14642.82,10521.44,Employed,4,Animal technologist,42798.62,business,24,10331.89,2,False,14067.33,0,2025-09-14 14:37:33.238116,affiliate,0.4226930160909171,0,1.6235499263970263,0.7185391884896489,0.2677375797527149,0.1477791189401172,2070.6484767972,0.09444779735029295,1616.894155452878,0.09000000000000001,Medium-High Risk
406,Madison Weber,calexander@example.com,461.484.3968,AR,70612,737,3,25,0,0,0,39407.02,11485.69,978.47,90036.86,7096.03,Employed,29,Event organiser,20821.79,auto,60,16148.96,4,False,4356.51,1,2025-10-11 14:37:33.238116,direct,0.1479465670365277,0,0.8198407288853612,0.0788124996806863,0.2979580795502933,0.13183808874662434,475.7212092115591,0.05459522186656083,454.70809788357514,0.09,Medium-Low Risk
408,Jeremy Turner,denisewalters@example.net,883.900.3056x4415,AL,25160,691,5,3,1,0,0,57648.56,145424.62,1581.31,85455.67,10793.8,Employed,14,Pension scheme manager,11750.93,debt_consolidation,36,3313.84,1,True,7939.24,0,2025-06-16 14:37:33.238118,paid_search,0.6705535691806294,0,2.726443644038984,0.1263087633623374,0.3291620814119208,0.16589665466058476,416.55689962900857,0.1397416366514619,656.8376761507053,0.09,Medium-Low Risk
409,Anthony Romero,bbowman@example.net,282-487-5833x1839,UT,93306,707,2,33,0,0,1,53468.92,11380.78,2059.54,81378.37,256.82,Employed,111,Production manager,43825.99,debt_consolidation,60,7974.74,0,True,3953.24,0,2025-09-29 14:37:33.238119,organic,0.22375520757384,0,1.032502059140151,0.0031558754494591,0.4622214176011036,0.1343900247096818,1007.0525950085748,0.06097506177420453,1068.9169790262679,0.09,Medium-Low Risk
410,Jesse Brown,tkent@example.org,357-832-0836,IA,89855,730,6,17,0,0,1,76855.43,23969.0,425.22,28340.87,8269.01,Employed,92,"Surveyor, building",36928.22,business,60,6529.26,5,True,11643.62,0,2025-07-24 14:37:33.238119,paid_search,0.1956978849315966,0,0.7923606698967139,0.2917698009976405,0.0663927064099439,0.13150832803876056,843.0845698271416,0.05377082009690142,794.264269647519,0.08999999999999998,Medium-Low Risk
411,Angela Lin,itucker@example.org,001-422-287-9473x110,OH,55171,742,3,14,0,0,0,85770.75,59950.71,2758.09,25434.19,31034.13,Employed,3,Analytical chemist,42309.14,debt_consolidation,36,3061.13,4,False,11868.95,0,2025-10-06 14:37:33.238120,paid_search,0.1588150192773373,0,1.19224619115491,1.220173711055866,0.3858784026022858,0.12052278171754356,1406.32553851327,0.02630695429385892,445.20984487699127,0.08999999999999998,Low Risk
414,Joanna Pacheco,khanmitchell@example.org,+1-563-802-6698x0327,WI,87176,776,6,4,0,0,1,35025.42,155227.82,2791.71,37302.85,40509.78,Employed,5,Agricultural engineer,21251.73,home_improvement,12,10860.8,2,True,9037.74,0,2025-09-13 14:37:33.238122,paid_search,0.4370473936965405,0,5.038613384222089,1.0859701068417025,0.956463048837102,0.13198534424426603,1900.1266952934816,0.07246336061066506,615.9887098361957,0.083,Low Risk
415,Erica Alvarez,wattslisa@example.net,(362)990-9137x41283,KS,67164,719,4,54,0,0,0,45149.25,22957.59,867.95,89802.4,44136.86,Employed,133,Diagnostic radiographer,19924.44,auto,12,6947.25,1,True,8424.82,0,2025-07-29 14:37:33.238123,paid_search,0.2166030102714184,0,0.9497838834532136,0.4914886461831755,0.2306882174122494,0.13339740660143856,1782.7741019124367,0.0584935165035964,466.1802239859665,0.09,Medium-Low Risk
416,Antonio Garcia,jlevy@example.com,(567)235-0822x047,WV,85807,655,1,177,0,0,0,113181.16,19288.22,2054.77,37266.51,5673.43,Employed,37,Exhibition designer,29374.57,debt_consolidation,24,8376.14,1,False,13169.67,0,2025-10-27 14:37:33.238124,direct,0.3312846105105314,0,0.4299548617455414,0.152239369879283,0.2178563994219532,0.15575855557585733,1432.324377359721,0.11439638893964331,1344.1378938619114,0.09,Medium-High Risk
418,Carrie Wright,ian54@example.org,983-335-6720,NH,99291,706,7,107,0,0,2,80370.71,84183.5,1926.87,75096.9,15104.8,Self-Employed,4,Energy engineer,20190.3,debt_consolidation,36,7845.76,5,True,9193.51,1,2025-06-18 14:37:33.238125,organic,0.3036937312177959,0,1.2986546964684025,0.2011374637301939,0.2876973464586787,0.143100627629145,693.101049538075,0.08275156907286248,668.3116020207261,0.09,Medium-Low Risk
419,Jeffrey Mills,qmcgee@example.net,+1-790-214-7342x7220,MO,58085,770,5,79,0,0,0,29654.9,6702.74,954.46,20510.45,26608.87,Employed,33,Artist,31454.57,debt_consolidation,12,8105.94,3,False,3292.21,0,2025-08-29 14:37:33.238126,affiliate,0.1205984393261788,0,1.2867118081666098,1.2973323354680175,0.3862268967354467,0.11214684723266644,2783.1579075523505,0.022867118081666096,287.71014655921283,0.08299999999999999,Low Risk
421,George Harper,beverlyflores@example.org,(586)773-6438x94152,NC,63418,823,2,180,0,0,3,44900.31,74469.2,376.59,67366.76,26245.44,Employed,39,"Psychologist, forensic",8011.88,debt_consolidation,12,16125.08,1,True,13719.06,0,2025-11-22 14:37:33.238127,organic,0.0721369711860394,0,1.836982417270616,0.3895903558372111,0.1006469665799634,0.10867396483454123,707.6077787853279,0.014184912086353082,45.45912537856422,0.08299999999999999,Low Risk
422,Maria Jones,angelagarcia@example.net,001-882-702-9016,SC,15641,805,4,90,0,0,0,98317.43,41662.2,2699.9,33642.96,37113.52,Employed,28,Industrial/product designer,15025.63,home_improvement,60,11881.24,3,False,3692.06,0,2025-07-31 14:37:33.238128,affiliate,0.0388576696112189,0,0.5765796563234006,1.1031585805767388,0.3295326169530673,0.1061531593126468,323.8184027972591,0.007882898281617003,47.37820516288516,0.08299999999999999,Low Risk
423,Michael Mitchell,lauradixon@example.org,651-574-7723,DC,9827,685,5,75,0,0,1,45175.63,119043.68,2800.38,45964.34,1781.8,Employed,26,"Research officer, trade union",32504.66,business,60,2755.25,3,True,8632.18,0,2025-06-16 14:37:33.238128,direct,0.4232241411829913,0,3.354648070209536,0.0387648337820144,0.743864778421463,0.1622557768425144,794.3513633157643,0.13063944210628606,1698.5562593018049,0.08999999999999998,Medium-Low Risk
426,Gregory Ponce,eblack@example.net,807.558.5693,VI,62039,782,3,5,0,0,2,109836.92,36486.69,200.3,26256.5,37137.73,Employed,70,Human resources officer,40047.32,other,12,4052.69,2,True,7668.77,0,2025-08-23 14:37:33.238131,organic,0.06868178150413,0,0.6967967601422183,1.4144204292270486,0.0218833521551769,0.10978718704056888,3539.0510362212267,0.016967967601422183,271.80865131351464,0.083,Low Risk
